TOTAL LOAD & VER GENERATION IN THE BPA CONTROL AREA (Balancing Authority Area),,,,,,,,,,,,
Date/Time,Date/Time (UTC),TOTAL WIND BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187517,TOTAL WIND BASEPOINT (FORECAST) IN BPA CONTROL AREA (MW; SCADA 103349,TOTAL WIND GENERATION  IN BPA CONTROL AREA (MW; SCADA 79687),TOTAL BPA CONTROL AREA LOAD (MW; SCADA 45583),TOTAL HYDRO GENERATION (MW; SCADA 79682),TOTAL FOSSIL/BIOMASS GENERATION (MW; SCADA 164377),TOTAL NUCLEAR GENERATION (MW; 70681),NET INTERCHANGE (MW; SCADA 45581),TOTAL SOLAR BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187513),TOTAL SOLAR Basepoint (FORECAST) IN BPA CONTROL AREA (MW; SCADA 177165),TOTAL SOLAR GENERATION  IN BPA CONTROL AREA (MW; SCADA 142383)
05/01/24 08:35,05/01/24 15:35,1444,1478,1503,7493,5403,315,1152,995,87,116,114
05/01/24 08:40,05/01/24 15:40,1444,1490,1513,7444,5401,316,1152,1056,87,114,117
05/01/24 08:45,05/01/24 15:45,1444,1493,1509,7415,5382,315,1149,1056,87,116,112
05/01/24 08:50,05/01/24 15:50,1444,1494,1502,7445,5426,317,1152,1062,88,117,108
05/01/24 08:55,05/01/24 15:55,1417,1502,1494,7429,5263,318,1149,903,93,112,107
05/01/24 09:00,05/01/24 16:00,1390,1497,1487,7414,4924,316,1151,585,98,109,119
05/01/24 09:05,05/01/24 16:05,1363,1499,1497,7324,4545,316,1155,297,104,110,106
05/01/24 09:10,05/01/24 16:10,1335,1499,1479,7356,4426,316,1152,128,110,114,109
05/01/24 09:15,05/01/24 16:15,1335,1492,1453,7337,4288,314,1152,-9,110,119,120
05/01/24 09:20,05/01/24 16:20,1335,1475,1416,7315,4360,317,1152,58,110,120,128
05/01/24 09:25,05/01/24 16:25,1335,1442,1372,7278,4444,316,1152,134,110,123,127
05/01/24 09:30,05/01/24 16:30,1335,1415,1367,7163,4362,315,1155,156,110,126,120
05/01/24 09:35,05/01/24 16:35,1335,1378,1359,7157,4375,314,1154,170,110,126,124
05/01/24 09:40,05/01/24 16:40,1335,1360,1379,7109,4320,313,1152,181,110,122,124
05/01/24 09:45,05/01/24 16:45,1335,1360,1363,7180,4272,314,1149,26,110,123,108
05/01/24 09:50,05/01/24 16:50,1335,1363,1317,7077,4182,312,1149,4,111,123,119
05/01/24 09:55,05/01/24 16:55,1315,1372,1311,7141,4275,314,1152,40,113,120,128
05/01/24 10:00,05/01/24 17:00,1294,1342,1292,7032,4387,314,1148,236,116,124,128
05/01/24 10:05,05/01/24 17:05,1273,1308,1268,7060,4495,314,1150,288,120,127,121
05/01/24 10:10,05/01/24 17:10,1252,1294,1230,7062,4579,315,1149,328,123,127,115
05/01/24 10:15,05/01/24 17:15,1252,1265,1222,7045,4564,314,1149,324,123,125,119
05/01/24 10:20,05/01/24 17:20,1252,1242,1172,7035,4593,314,1149,298,123,125,105
05/01/24 10:25,05/01/24 17:25,1252,1224,1169,6954,4637,315,1147,423,123,128,109
05/01/24 10:30,05/01/24 17:30,1252,1191,1166,6929,4584,312,1149,385,123,127,103
05/01/24 10:35,05/01/24 17:35,1252,1157,1112,6912,4648,313,1149,427,123,129,117
05/01/24 10:40,05/01/24 17:40,1252,1148,1113,6883,4625,314,1149,425,123,130,107
05/01/24 10:45,05/01/24 17:45,1252,1126,1115,6858,4564,313,1148,388,122,126,104
05/01/24 10:50,05/01/24 17:50,1251,1125,1122,6846,4565,312,1152,430,122,121,124
05/01/24 10:55,05/01/24 17:55,1229,1133,1118,6813,4397,314,1149,273,122,118,107
05/01/24 11:00,05/01/24 18:00,1207,1118,1152,6894,4335,312,1149,172,121,117,116
05/01/24 11:05,05/01/24 18:05,1184,1123,1133,6889,4143,312,1153,-32,120,116,114
05/01/24 11:10,05/01/24 18:10,1161,1129,1132,6771,3972,312,1148,-87,119,116,118
05/01/24 11:15,05/01/24 18:15,1161,1127,1128,6854,3986,314,1152,-162,119,116,111
05/01/24 11:20,05/01/24 18:20,1161,1123,1147,6827,3969,314,1148,-112,119,117,135
05/01/24 11:25,05/01/24 18:25,1161,1117,1154,6799,4033,314,1146,-28,119,117,122
05/01/24 11:30,05/01/24 18:30,1161,1129,1150,6803,3974,315,1145,-83,119,117,134
05/01/24 11:35,05/01/24 18:35,1161,1141,1180,6785,3909,315,1146,-108,119,119,124
05/01/24 11:40,05/01/24 18:40,1161,1155,1163,6689,3931,316,1146,1,119,119,133
05/01/24 11:45,05/01/24 18:45,1161,1154,1192,6683,3922,318,1147,30,118,119,134
05/01/24 11:50,05/01/24 18:50,1161,1170,1186,6641,3930,319,1146,74,118,119,133
05/01/24 11:55,05/01/24 18:55,1112,1191,1216,6686,4065,320,1146,195,118,119,134
05/01/24 12:00,05/01/24 19:00,1062,1197,1208,6704,3970,318,1149,75,116,119,134
05/01/24 12:05,05/01/24 19:05,1012,1206,1251,6626,3791,319,1146,10,115,119,127
05/01/24 12:10,05/01/24 19:10,962,1232,1280,6700,3893,318,1152,65,113,118,122
05/01/24 12:15,05/01/24 19:15,962,1252,1329,6618,3764,319,1147,69,113,116,126
05/01/24 12:20,05/01/24 19:20,962,1272,1330,6676,3839,319,1146,87,113,115,129
05/01/24 12:25,05/01/24 19:25,962,1307,1360,6651,3814,320,1146,124,113,114,133
05/01/24 12:30,05/01/24 19:30,962,1328,1382,6659,3733,319,1152,61,113,114,132
05/01/24 12:35,05/01/24 19:35,962,1355,1399,6554,3748,320,1146,185,113,119,125
05/01/24 12:40,05/01/24 19:40,962,1383,1373,6553,3709,322,1147,131,113,119,131
05/01/24 12:45,05/01/24 19:45,963,1382,1432,6524,3719,320,1149,227,112,119,129
05/01/24 12:50,05/01/24 19:50,963,1393,1367,6530,3680,319,1152,116,112,119,126
05/01/24 12:55,05/01/24 19:55,981,1382,1358,6586,3667,319,1146,40,112,115,136
05/01/24 13:00,05/01/24 20:00,1001,1379,1378,6518,3648,319,1146,107,112,113,134
05/01/24 13:05,05/01/24 20:05,1020,1366,1333,6562,3759,319,1147,130,112,117,133
05/01/24 13:10,05/01/24 20:10,1040,1354,1376,6483,3720,317,1146,210,111,119,134
05/01/24 13:15,05/01/24 20:15,1040,1353,1312,6542,3787,316,1145,142,111,118,121
05/01/24 13:20,05/01/24 20:20,1040,1374,1369,6539,3814,317,1146,227,111,119,119
05/01/24 13:25,05/01/24 20:25,1040,1368,1343,6521,3771,317,1145,189,111,119,134
05/01/24 13:30,05/01/24 20:30,1040,1356,1326,6414,3561,318,1148,73,111,120,134
05/01/24 13:35,05/01/24 20:35,1040,1383,1328,6376,3571,318,1145,120,111,120,134
05/01/24 13:40,05/01/24 20:40,1040,1355,1377,6371,3528,317,1143,128,111,119,133
05/01/24 13:45,05/01/24 20:45,1039,1330,1388,6385,3450,316,1146,49,110,119,132
05/01/24 13:50,05/01/24 20:50,1039,1366,1342,6426,3490,316,1144,2,110,118,135
05/01/24 13:55,05/01/24 20:55,1039,1358,1367,6443,3501,317,1144,14,109,118,127
05/01/24 14:00,05/01/24 21:00,1037,1346,1396,6327,3520,315,1143,178,108,119,130
05/01/24 14:05,05/01/24 21:05,1036,1373,1442,6425,3483,312,1148,95,106,117,133
05/01/24 14:10,05/01/24 21:10,1034,1377,1457,6414,3508,321,1144,151,104,116,134
05/01/24 14:15,05/01/24 21:15,1034,1416,1474,6386,3517,320,1144,204,104,119,133
05/01/24 14:20,05/01/24 21:20,1034,1456,1471,6372,3540,313,1143,226,104,119,132
05/01/24 14:25,05/01/24 21:25,1034,1455,1413,6307,3505,312,1143,202,104,119,132
05/01/24 14:30,05/01/24 21:30,1034,1441,1394,6284,3451,314,1143,147,104,119,129
05/01/24 14:35,05/01/24 21:35,1034,1447,1400,6284,3484,316,1143,185,104,117,126
05/01/24 14:40,05/01/24 21:40,1034,1418,1390,6340,3451,315,1145,84,104,115,122
05/01/24 14:45,05/01/24 21:45,1034,1400,1408,6325,3375,314,1143,35,103,113,120
05/01/24 14:50,05/01/24 21:50,1034,1408,1382,6361,3381,314,1143,-16,103,108,122
05/01/24 14:55,05/01/24 21:55,1052,1402,1452,6310,3432,314,1147,154,100,105,118
05/01/24 15:00,05/01/24 22:00,1070,1395,1425,6291,3337,316,1145,49,97,105,116
05/01/24 15:05,05/01/24 22:05,1088,1420,1425,6305,3349,317,1143,38,93,103,108
05/01/24 15:10,05/01/24 22:10,1106,1449,1426,6325,3417,319,1152,82,89,103,93
05/01/24 15:15,05/01/24 22:15,1106,1427,1413,6334,3442,320,1145,107,89,103,121
05/01/24 15:20,05/01/24 22:20,1106,1432,1385,6238,3445,322,1145,178,89,103,118
05/01/24 15:25,05/01/24 22:25,1106,1440,1394,6237,3399,324,1146,149,89,105,121
05/01/24 15:30,05/01/24 22:30,1106,1434,1398,6234,3405,323,1142,152,89,105,116
05/01/24 15:35,05/01/24 22:35,1106,1410,1366,6215,3384,323,1147,120,89,101,114
05/01/24 15:40,05/01/24 22:40,1106,1386,1390,6212,3257,324,1143,19,89,101,116
05/01/24 15:45,05/01/24 22:45,1107,1381,1350,6205,3253,323,1143,-34,88,99,99
05/01/24 15:50,05/01/24 22:50,1107,1385,1336,6223,3223,323,1149,-84,88,97,107
05/01/24 15:55,05/01/24 22:55,1110,1365,1358,6223,3352,324,1144,61,80,99,105
05/01/24 16:00,05/01/24 23:00,1115,1347,1333,6213,3538,323,1149,240,71,98,109
05/01/24 16:05,05/01/24 23:05,1119,1336,1315,6231,3910,322,1148,556,61,98,91
05/01/24 16:10,05/01/24 23:10,1124,1328,1317,6241,4100,324,1143,728,52,99,84
05/01/24 16:15,05/01/24 23:15,1124,1323,1294,6254,4079,322,1144,671,52,98,84
05/01/24 16:20,05/01/24 23:20,1124,1316,1322,6250,4071,324,1143,701,52,97,90
05/01/24 16:25,05/01/24 23:25,1124,1309,1329,6268,4087,323,1149,712,52,91,91
05/01/24 16:30,05/01/24 23:30,1124,1305,1315,6276,4078,322,1143,663,52,90,79
05/01/24 16:35,05/01/24 23:35,1124,1347,1329,6247,4056,322,1143,673,52,91,69
05/01/24 16:40,05/01/24 23:40,1124,1360,1352,6266,4104,323,1144,727,52,84,69
05/01/24 16:45,05/01/24 23:45,1124,1340,1391,6282,4111,323,1142,757,53,75,71
05/01/24 16:50,05/01/24 23:50,1123,1341,1406,6284,4153,322,1143,818,53,74,77
05/01/24 16:55,05/01/24 23:55,1111,1376,1449,6293,4045,323,1145,743,54,72,73
05/01/24 17:00,05/02/24 00:00,1098,1436,1447,6289,3979,321,1149,673,56,72,64
05/01/24 17:05,05/02/24 00:05,1084,1456,1490,6316,3817,322,1148,561,58,74,99
05/01/24 17:10,05/02/24 00:10,1071,1444,1436,6318,3873,325,1143,557,60,73,96
05/01/24 17:15,05/02/24 00:15,1071,1451,1442,6333,3871,327,1142,546,60,70,96
05/01/24 17:20,05/02/24 00:20,1071,1454,1416,6345,3893,326,1146,535,60,69,98
05/01/24 17:25,05/02/24 00:25,1071,1435,1406,6358,3868,323,1143,474,60,65,91
05/01/24 17:30,05/02/24 00:30,1071,1425,1397,6401,3974,323,1143,508,60,67,71
05/01/24 17:35,05/02/24 00:35,1071,1411,1377,6422,4082,323,1143,564,60,62,59
05/01/24 17:40,05/02/24 00:40,1071,1413,1372,6381,4117,320,1144,634,60,56,62
05/01/24 17:45,05/02/24 00:45,1071,1403,1386,6393,4297,319,1141,822,61,54,71
05/01/24 17:50,05/02/24 00:50,1072,1378,1318,6395,4319,318,1146,783,61,52,75
05/01/24 17:55,05/02/24 00:55,1080,1363,1303,6436,4581,316,1147,990,61,51,78
05/01/24 18:00,05/02/24 01:00,1089,1338,1288,6438,4828,316,1147,1212,61,53,70
05/01/24 18:05,05/02/24 01:05,1099,1303,1293,6446,4931,315,1142,1309,61,54,73
05/01/24 18:10,05/02/24 01:10,1108,1286,1261,6440,5200,315,1143,1549,61,52,70
05/01/24 18:15,05/02/24 01:15,1108,1274,1227,6474,5161,311,1145,1440,61,50,68
05/01/24 18:20,05/02/24 01:20,1108,1253,1159,6468,5219,313,1143,1429,61,44,61
05/01/24 18:25,05/02/24 01:25,1108,1220,1127,6464,5251,311,1146,1427,61,41,54
05/01/24 18:30,05/02/24 01:30,1108,1174,1120,6469,5258,312,1144,1418,61,37,51
05/01/24 18:35,05/02/24 01:35,1108,1132,1092,6438,5322,315,1147,1490,61,33,51
05/01/24 18:40,05/02/24 01:40,1108,1104,1086,6483,5345,312,1144,1448,61,31,44
05/01/24 18:45,05/02/24 01:45,1108,1097,1096,6475,5354,312,1143,1471,60,27,40
05/01/24 18:50,05/02/24 01:50,1108,1090,1065,6474,5356,311,1149,1445,60,26,38
05/01/24 18:55,05/02/24 01:55,1088,1088,1081,6512,5297,312,1145,1360,56,24,36
05/01/24 19:00,05/02/24 02:00,1067,1077,1059,6519,5273,312,1143,1303,51,23,33
05/01/24 19:05,05/02/24 02:05,1047,1069,1094,6489,5269,310,1145,1371,46,21,40
05/01/24 19:10,05/02/24 02:10,1026,1071,1071,6481,5245,314,1143,1330,41,17,38
05/01/24 19:15,05/02/24 02:15,1026,1075,1049,6504,5288,312,1144,1327,41,12,37
05/01/24 19:20,05/02/24 02:20,1026,1065,1019,6512,5332,314,1144,1333,41,9,36
05/01/24 19:25,05/02/24 02:25,1026,1048,981,6495,5378,316,1145,1361,41,7,35
05/01/24 19:30,05/02/24 02:30,1026,1030,931,6505,5403,316,1144,1324,41,6,34
05/01/24 19:35,05/02/24 02:35,1026,994,898,6504,5430,315,1144,1317,41,4,33
05/01/24 19:40,05/02/24 02:40,1026,946,886,6503,5398,313,1145,1272,41,3,32
05/01/24 19:45,05/02/24 02:45,1026,909,902,6511,5325,313,1146,1205,40,2,31
05/01/24 19:50,05/02/24 02:50,1026,890,923,6550,5325,313,1144,1186,40,1,30
05/01/24 19:55,05/02/24 02:55,970,894,943,6570,5269,316,1145,1133,39,1,29
05/01/24 20:00,05/02/24 03:00,914,919,952,6542,5272,317,1146,1174,38,0,29
05/01/24 20:05,05/02/24 03:05,857,939,953,6583,5324,316,1149,1191,36,0,29
05/01/24 20:10,05/02/24 03:10,801,954,947,6588,5315,318,1145,1166,34,0,29
05/01/24 20:15,05/02/24 03:15,800,956,925,6586,5346,318,1147,1179,34,0,28
05/01/24 20:20,05/02/24 03:20,800,951,916,6611,5355,317,1146,1153,34,0,28
05/01/24 20:25,05/02/24 03:25,800,934,889,6614,5377,318,1146,1145,34,0,28
05/01/24 20:30,05/02/24 03:30,800,920,851,6633,5339,319,1152,1058,34,0,28
05/01/24 20:35,05/02/24 03:35,800,896,820,6627,5379,317,1147,1066,34,0,28
05/01/24 20:40,05/02/24 03:40,800,860,806,6666,5410,318,1152,1051,34,0,28
05/01/24 20:45,05/02/24 03:45,800,830,789,6594,5466,318,1149,1158,34,0,28
05/01/24 20:50,05/02/24 03:50,799,808,767,6694,5481,318,1148,1050,34,0,28
05/01/24 20:55,05/02/24 03:55,790,786,750,6647,5409,318,1148,1008,34,0,28
05/01/24 21:00,05/02/24 04:00,781,772,699,6648,5346,316,1152,895,34,0,28
05/01/24 21:05,05/02/24 04:05,771,753,671,6605,5333,315,1148,892,34,0,28
05/01/24 21:10,05/02/24 04:10,761,714,637,6639,5326,312,1154,819,34,0,28
05/01/24 21:15,05/02/24 04:15,761,674,618,6616,5343,312,1148,834,34,0,28
05/01/24 21:20,05/02/24 04:20,761,648,600,6592,5309,310,1149,805,34,0,28
05/01/24 21:25,05/02/24 04:25,761,620,565,6499,5332,308,1149,885,34,0,28
05/01/24 21:30,05/02/24 04:30,761,602,533,6460,5326,309,1149,887,34,0,28
05/01/24 21:35,05/02/24 04:35,761,573,504,6465,5402,310,1152,931,34,0,28
05/01/24 21:40,05/02/24 04:40,761,543,485,6495,5394,311,1149,874,34,0,28
05/01/24 21:45,05/02/24 04:45,761,516,469,6381,5394,310,1149,971,33,0,28
05/01/24 21:50,05/02/24 04:50,760,493,449,6358,5403,309,1149,981,33,0,28
05/01/24 21:55,05/02/24 04:55,737,469,440,6339,5471,308,1155,1065,26,0,28
05/01/24 22:00,05/02/24 05:00,713,455,441,6391,5593,307,1152,1131,17,0,28
05/01/24 22:05,05/02/24 05:05,689,443,447,6374,5491,307,1136,1007,9,0,0
05/01/24 22:10,05/02/24 05:10,664,442,460,6259,5582,304,1092,1180,0,0,0
05/01/24 22:15,05/02/24 05:15,664,450,461,6306,5588,301,1047,1092,0,0,0
05/01/24 22:20,05/02/24 05:20,664,458,440,6272,5571,297,1019,1055,0,0,0
05/01/24 22:25,05/02/24 05:25,664,462,436,6293,5589,292,1018,1043,0,0,0
05/01/24 22:30,05/02/24 05:30,664,449,433,6215,5538,295,1016,1066,0,0,0
05/01/24 22:35,05/02/24 05:35,664,436,445,6167,5498,295,1011,1083,0,0,0
05/01/24 22:40,05/02/24 05:40,664,440,460,6085,5479,293,1010,1158,0,0,0
05/01/24 22:45,05/02/24 05:45,664,444,484,6073,5423,294,1011,1139,1,0,0
05/01/24 22:50,05/02/24 05:50,664,456,495,6081,5359,293,1011,1077,1,0,0
05/01/24 22:55,05/02/24 05:55,614,472,504,6090,5205,294,990,904,2,0,0
05/01/24 23:00,05/02/24 06:00,563,500,509,6053,5145,294,914,809,5,0,0
05/01/24 23:05,05/02/24 06:05,512,507,505,6036,5158,296,837,770,7,0,9
05/01/24 23:10,05/02/24 06:10,461,508,502,5988,5049,296,771,640,10,0,9
05/01/24 23:15,05/02/24 06:15,460,510,485,5979,5088,295,753,651,10,0,9
05/01/24 23:20,05/02/24 06:20,460,507,474,5931,5143,295,751,741,10,0,9
05/01/24 23:25,05/02/24 06:25,460,490,467,5874,5177,294,749,823,10,0,9
05/01/24 23:30,05/02/24 06:30,460,471,459,5844,5109,295,749,778,10,0,9
05/01/24 23:35,05/02/24 06:35,460,463,454,5794,5146,296,748,860,10,0,9
05/01/24 23:40,05/02/24 06:40,460,454,451,5845,5152,296,753,818,10,0,9
05/01/24 23:45,05/02/24 06:45,459,455,447,5859,5139,297,763,797,9,0,9
05/01/24 23:50,05/02/24 06:50,459,451,428,5839,5133,297,762,790,9,0,9
05/01/24 23:55,05/02/24 06:55,457,446,393,5814,5116,297,763,765,8,0,9
05/02/24 00:00,05/02/24 07:00,453,430,368,5810,5015,304,470,358,5,0,9
05/02/24 00:05,05/02/24 07:05,450,406,359,5793,4838,306,468,178,3,0,0
05/02/24 00:10,05/02/24 07:10,446,379,367,5792,4803,306,469,153,0,0,0
05/02/24 00:15,05/02/24 07:15,446,367,372,5779,4648,306,467,14,0,0,0
05/02/24 00:20,05/02/24 07:20,446,368,378,5689,4791,305,422,208,0,0,0
05/02/24 00:25,05/02/24 07:25,446,375,366,5699,4746,305,395,115,0,0,0
05/02/24 00:30,05/02/24 07:30,446,378,359,5728,4771,306,354,62,0,0,0
05/02/24 00:35,05/02/24 07:35,446,369,353,5735,4750,306,302,-22,0,0,0
05/02/24 00:40,05/02/24 07:40,446,362,344,5634,4778,305,291,84,0,0,0
05/02/24 00:45,05/02/24 07:45,446,355,337,5732,4794,304,285,-12,0,0,0
05/02/24 00:50,05/02/24 07:50,445,344,323,5694,4823,304,267,25,0,0,0
05/02/24 00:55,05/02/24 07:55,424,337,309,5723,4803,305,246,-58,0,0,0
05/02/24 01:00,05/02/24 08:00,401,328,301,5701,4727,305,238,-129,0,0,0
05/02/24 01:05,05/02/24 08:05,379,315,291,5654,4751,304,236,-71,0,0,0
05/02/24 01:10,05/02/24 08:10,356,309,271,5646,4739,306,261,-67,0,0,0
05/02/24 01:15,05/02/24 08:15,356,290,264,5693,4510,305,282,-333,0,0,0
05/02/24 01:20,05/02/24 08:20,356,278,245,5705,4533,305,284,-338,0,0,0
05/02/24 01:25,05/02/24 08:25,356,267,237,5744,4545,305,283,-371,0,0,0
05/02/24 01:30,05/02/24 08:30,356,251,229,5652,4542,304,296,-279,0,0,0
05/02/24 01:35,05/02/24 08:35,356,239,215,5701,4520,307,321,-337,0,0,0
05/02/24 01:40,05/02/24 08:40,356,231,209,5716,4530,305,336,-335,0,0,0
05/02/24 01:45,05/02/24 08:45,355,221,212,5690,4518,306,360,-293,0,0,0
05/02/24 01:50,05/02/24 08:50,355,220,216,5718,4490,310,378,-323,0,0,0
05/02/24 01:55,05/02/24 08:55,321,216,241,5695,4432,312,411,-298,0,0,0
05/02/24 02:00,05/02/24 09:00,285,221,238,5640,4273,316,431,-381,0,0,0
05/02/24 02:05,05/02/24 09:05,250,238,222,5762,4271,318,432,-517,0,0,0
05/02/24 02:10,05/02/24 09:10,214,240,223,5738,4285,320,431,-478,0,0,0
05/02/24 02:15,05/02/24 09:15,214,228,212,5750,4395,320,429,-392,0,0,0
05/02/24 02:20,05/02/24 09:20,214,221,217,5722,4396,323,430,-354,0,0,0
05/02/24 02:25,05/02/24 09:25,214,217,219,5760,4377,320,427,-415,0,0,0
05/02/24 02:30,05/02/24 09:30,214,219,221,5740,4384,320,427,-386,0,0,0
05/02/24 02:35,05/02/24 09:35,214,220,238,5744,4366,319,427,-393,0,0,0
05/02/24 02:40,05/02/24 09:40,214,221,258,5686,4341,318,425,-343,0,0,0
05/02/24 02:45,05/02/24 09:45,214,234,265,5697,4318,318,438,-356,0,0,0
05/02/24 02:50,05/02/24 09:50,214,252,281,5724,4323,317,455,-347,0,0,0
05/02/24 02:55,05/02/24 09:55,187,267,289,5785,4263,318,525,-389,0,0,0
05/02/24 03:00,05/02/24 10:00,161,280,288,5810,4144,318,599,-459,0,0,0
05/02/24 03:05,05/02/24 10:05,134,288,290,5723,4116,320,651,-345,0,0,0
05/02/24 03:10,05/02/24 10:10,107,291,297,5810,4099,319,702,-391,0,0,0
05/02/24 03:15,05/02/24 10:15,107,295,293,5802,4085,319,714,-388,0,0,0
05/02/24 03:20,05/02/24 10:20,107,294,284,5829,4069,320,723,-431,0,0,0
05/02/24 03:25,05/02/24 10:25,107,292,273,5822,4063,316,725,-444,0,0,0
05/02/24 03:30,05/02/24 10:30,107,287,252,5854,4090,319,723,-468,0,0,0
05/02/24 03:35,05/02/24 10:35,107,279,235,5784,4103,320,722,-402,0,0,0
05/02/24 03:40,05/02/24 10:40,107,263,211,5799,4124,321,720,-421,0,0,0
05/02/24 03:45,05/02/24 10:45,108,240,178,5873,4129,322,720,-523,0,0,0
05/02/24 03:50,05/02/24 10:50,108,215,143,5897,4124,321,716,-591,0,0,0
05/02/24 03:55,05/02/24 10:55,119,184,117,5929,4213,320,720,-557,0,0,0
05/02/24 04:00,05/02/24 11:00,131,153,98,5895,4336,319,722,-419,0,0,0
05/02/24 04:05,05/02/24 11:05,143,124,77,5840,4498,319,724,-220,0,0,0
05/02/24 04:10,05/02/24 11:10,155,101,62,5961,4679,321,721,-176,0,0,0
05/02/24 04:15,05/02/24 11:15,155,82,43,6034,4670,321,722,-275,0,0,0
05/02/24 04:20,05/02/24 11:20,155,66,33,6028,4728,320,726,-220,0,0,0
05/02/24 04:25,05/02/24 11:25,155,49,27,6073,4695,321,729,-299,0,0,0
05/02/24 04:30,05/02/24 11:30,155,34,23,6036,4660,320,734,-298,0,0,0
05/02/24 04:35,05/02/24 11:35,155,30,18,6066,4771,320,735,-221,0,0,0
05/02/24 04:40,05/02/24 11:40,155,23,18,6074,4770,319,738,-227,0,0,0
05/02/24 04:45,05/02/24 11:45,156,19,16,6158,4733,317,738,-352,0,0,0
05/02/24 04:50,05/02/24 11:50,156,18,15,6201,4745,318,742,-380,0,0,0
05/02/24 04:55,05/02/24 11:55,157,18,13,6250,4932,318,740,-245,1,0,0
05/02/24 05:00,05/02/24 12:00,159,15,15,6214,5334,317,741,193,1,0,0
05/02/24 05:05,05/02/24 12:05,162,14,14,6430,5677,319,735,316,1,0,0
05/02/24 05:10,05/02/24 12:10,164,15,13,6475,5808,320,745,412,1,0,0
05/02/24 05:15,05/02/24 12:15,164,15,13,6491,5876,319,744,460,1,0,0
05/02/24 05:20,05/02/24 12:20,164,13,15,6513,5912,320,744,478,1,0,0
05/02/24 05:25,05/02/24 12:25,164,13,17,6488,5876,320,744,470,1,0,0
05/02/24 05:30,05/02/24 12:30,164,14,19,6544,5905,322,749,451,1,0,0
05/02/24 05:35,05/02/24 12:35,164,17,20,6620,5974,325,749,448,1,0,0
05/02/24 05:40,05/02/24 12:40,164,20,20,6702,6070,326,749,464,1,0,0
05/02/24 05:45,05/02/24 12:45,164,20,20,6751,6217,326,747,560,1,0,0
05/02/24 05:50,05/02/24 12:50,163,20,19,6757,6234,327,748,572,1,0,0
05/02/24 05:55,05/02/24 12:55,131,20,18,6812,6385,325,751,668,1,0,0
05/02/24 06:00,05/02/24 13:00,98,21,19,6869,6420,326,750,647,1,0,0
05/02/24 06:05,05/02/24 13:05,65,19,20,6978,6525,329,753,651,1,0,0
05/02/24 06:10,05/02/24 13:10,32,19,18,7002,6529,330,750,627,1,0,1
05/02/24 06:15,05/02/24 13:15,31,20,17,7032,6504,330,752,572,1,0,1
05/02/24 06:20,05/02/24 13:20,31,19,15,7162,6526,331,751,463,1,0,2
05/02/24 06:25,05/02/24 13:25,31,18,14,7181,6514,330,753,434,1,0,2
05/02/24 06:30,05/02/24 13:30,31,16,14,7194,6495,331,752,401,1,1,3
05/02/24 06:35,05/02/24 13:35,31,13,14,7286,6551,330,750,364,1,1,4
05/02/24 06:40,05/02/24 13:40,31,12,14,7271,6564,330,753,395,1,2,4
05/02/24 06:45,05/02/24 13:45,30,14,15,7295,6642,330,755,452,1,3,4
05/02/24 06:50,05/02/24 13:50,30,13,15,7362,6630,329,768,385,2,4,4
05/02/24 06:55,05/02/24 13:55,27,14,17,7358,6648,331,782,427,3,6,6
05/02/24 07:00,05/02/24 14:00,23,15,16,7294,6596,331,794,449,6,5,5
05/02/24 07:05,05/02/24 14:05,19,16,14,7340,6509,331,794,315,8,7,6
05/02/24 07:10,05/02/24 14:10,15,17,13,7376,6396,331,795,165,11,6,6
05/02/24 07:15,05/02/24 14:15,15,17,12,7446,6412,329,810,124,11,6,7
05/02/24 07:20,05/02/24 14:20,15,15,12,7443,6363,331,822,93,11,5,8
05/02/24 07:25,05/02/24 14:25,15,12,14,7351,6409,330,854,266,11,6,9
05/02/24 07:30,05/02/24 14:30,15,12,17,7391,6279,329,867,113,11,8,9
05/02/24 07:35,05/02/24 14:35,15,13,22,7415,6289,331,879,121,11,8,15
05/02/24 07:40,05/02/24 14:40,15,16,24,7347,6312,331,888,221,11,9,15
05/02/24 07:45,05/02/24 14:45,16,20,24,7343,6246,329,902,180,11,15,20
05/02/24 07:50,05/02/24 14:50,16,24,27,7334,6170,329,914,138,12,18,29
05/02/24 07:55,05/02/24 14:55,16,24,29,7214,6110,330,920,208,16,23,33
05/02/24 08:00,05/02/24 15:00,16,26,31,7288,6047,330,915,61,20,28,24
05/02/24 08:05,05/02/24 15:05,17,27,32,7215,6006,331,919,98,25,30,22
05/02/24 08:10,05/02/24 15:10,18,31,32,7246,5916,331,924,-17,30,28,25
05/02/24 08:15,05/02/24 15:15,18,33,33,7176,5894,330,920,34,30,20,32
05/02/24 08:20,05/02/24 15:20,18,32,32,7240,5836,330,925,-83,30,25,32
05/02/24 08:25,05/02/24 15:25,18,32,33,7178,5877,331,927,28,30,31,35
05/02/24 08:30,05/02/24 15:30,18,32,34,7172,5840,329,927,-2,30,39,40
05/02/24 08:35,05/02/24 15:35,18,32,36,7187,5837,329,927,-5,30,38,51
05/02/24 08:40,05/02/24 15:40,18,33,32,7143,5895,328,930,95,30,35,53
05/02/24 08:45,05/02/24 15:45,18,34,31,7120,5837,328,930,57,31,45,50
